DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD,stationID
2024-02-06 05:00:00,24.0,,0.0,,,,0,25,89,106,44t
2024-02-06 06:00:00,23.4,,1.0,,,,0,25,89,106,44t
2024-02-06 07:00:00,26.3,,0.0,,,,0,25,89,107,44t
2024-02-06 08:00:00,31.0,,1.0,,,,1,26,85,111,44t
2024-02-06 09:00:00,32.9,,10.0,,,,2,28,77,120,44t
2024-02-06 10:00:00,26.2,,10.0,,,,2,30,68,126,44t
2024-02-06 11:00:00,20.3,,4.0,,,,2,31,63,126,44t
2024-02-06 12:00:00,19.5,,5.0,,,,2,32,55,131,44t
2024-02-06 13:00:00,13.5,,18.0,,,,1,33,50,159,44t
2024-02-06 14:00:00,12.9,,5.0,,,,1,33,50,173,44t
2024-02-06 15:00:00,11.1,,12.0,,,,1,33,50,148,44t
2024-02-06 16:00:00,,,5.0,,,,1,32,53,166,44t
2024-02-06 17:00:00,,,4.0,,,,2,31,57,128,44t
2024-02-06 18:00:00,12.5,,3.0,,,,1,30,63,125,44t
2024-02-06 19:00:00,13.9,,0.0,,,,1,29,71,115,44t
2024-02-06 20:00:00,20.0,,0.0,,,,1,28,75,113,44t
2024-02-06 21:00:00,19.3,,,,,,1,28,77,111,44t
2024-02-06 22:00:00,17.7,,8.0,,,,1,28,79,112,44t
2024-02-06 23:00:00,18.8,,1.0,,,,0,28,80,107,44t
2024-02-07 00:00:00,17.1,,2.0,,,,0,28,80,105,44t
2024-02-07 01:00:00,13.3,,5.0,,,,1,27,83,105,44t
2024-02-07 02:00:00,18.8,,2.0,,,,0,26,86,103,44t
2024-02-07 03:00:00,22.5,,6.0,,,,0,26,85,94,44t
2024-02-07 04:00:00,18.2,,2.0,,,,1,26,86,95,44t
2024-02-07 05:00:00,27.0,,1.0,,,,0,26,88,101,44t
2024-02-07 06:00:00,31.5,,0.0,,,,0,25,89,99,44t
2024-02-07 07:00:00,24.8,,0.0,,,,0,26,85,100,44t
2024-02-07 08:00:00,28.4,,0.0,,,,1,28,74,119,44t
2024-02-07 09:00:00,22.3,,11.0,,,,1,30,65,122,44t
2024-02-07 10:00:00,22.5,,0.0,,,,1,31,57,120,44t
2024-02-07 11:00:00,20.3,,8.0,,,,2,33,49,136,44t
2024-02-07 12:00:00,16.9,,11.0,,,,1,33,45,165,44t
2024-02-07 13:00:00,16.7,,25.0,,,,1,33,45,160,44t
2024-02-07 14:00:00,14.9,,25.0,,,,1,33,44,137,44t
2024-02-07 15:00:00,20.5,,21.0,,,,1,33,46,153,44t
2024-02-07 16:00:00,15.6,,0.0,,,,1,32,48,175,44t
2024-02-07 17:00:00,18.5,,4.0,,,,2,30,58,134,44t
2024-02-07 18:00:00,20.0,,7.0,,,,2,29,67,126,44t
2024-02-07 19:00:00,23.1,,0.0,,,,1,29,71,115,44t
2024-02-07 20:00:00,20.3,,1.0,,,,1,28,71,109,44t
2024-02-07 21:00:00,21.1,,0.0,,,,1,28,72,111,44t
2024-02-07 22:00:00,20.9,,,,,,1,27,75,111,44t
2024-02-07 23:00:00,20.4,,12.0,,,,0,27,77,110,44t
2024-02-08 00:00:00,20.8,,1.0,,,,0,27,79,105,44t
2024-02-08 01:00:00,17.0,,8.0,,,,0,27,81,100,44t
2024-02-08 02:00:00,16.2,,4.0,,,,1,26,82,95,44t
2024-02-08 03:00:00,25.8,,4.0,,,,0,26,85,96,44t
2024-02-08 04:00:00,27.2,,2.0,,,,0,26,85,94,44t
2024-02-08 05:00:00,31.1,,0.0,,,,0,25,86,100,44t
2024-02-08 06:00:00,29.7,,1.0,,,,0,25,87,100,44t
2024-02-08 07:00:00,27.8,,0.0,,,,1,26,87,107,44t
2024-02-08 08:00:00,37.5,,0.0,,,,1,28,75,102,44t
2024-02-08 09:00:00,34.1,,1.0,,,,1,30,63,102,44t
2024-02-08 10:00:00,22.6,,1.0,,,,1,32,55,118,44t
2024-02-08 11:00:00,18.8,,10.0,,,,2,33,52,123,44t
2024-02-08 12:00:00,15.3,,19.0,,,,1,34,44,141,44t
2024-02-08 13:00:00,13.9,,20.0,,,,1,34,46,163,44t
2024-02-08 14:00:00,11.4,,20.0,,,,1,33,46,152,44t
2024-02-08 15:00:00,14.8,,4.0,,,,2,33,46,149,44t
2024-02-08 16:00:00,15.2,,13.0,,,,2,32,52,137,44t
2024-02-08 17:00:00,14.1,,3.0,,,,2,31,59,141,44t
2024-02-08 18:00:00,18.2,,7.0,,,,1,29,67,137,44t
2024-02-08 19:00:00,15.7,,0.0,,,,1,29,72,119,44t
2024-02-08 20:00:00,16.4,,1.0,,,,1,28,74,114,44t
2024-02-08 21:00:00,18.1,,0.0,,,,1,28,76,112,44t
2024-02-08 22:00:00,18.9,,3.0,,,,1,28,77,109,44t
2024-02-08 23:00:00,24.4,,,,,,1,28,77,107,44t
2024-02-09 00:00:00,20.9,,10.0,,,,0,27,76,103,44t
2024-02-09 01:00:00,13.3,,2.0,,,,0,27,81,101,44t
2024-02-09 02:00:00,18.8,,3.0,,,,0,27,83,104,44t
2024-02-09 03:00:00,18.1,,6.0,,,,0,27,83,101,44t
2024-02-09 04:00:00,24.1,,1.0,,,,0,26,84,103,44t
2024-02-09 05:00:00,28.6,,2.0,,,,0,26,87,105,44t
2024-02-09 06:00:00,31.8,,0.0,,,,0,26,87,100,44t
2024-02-09 07:00:00,27.5,,0.0,,,,0,26,83,103,44t
2024-02-09 08:00:00,31.5,,1.0,,,,1,29,72,115,44t
2024-02-09 09:00:00,20.7,,5.0,,,,1,30,67,123,44t
2024-02-09 10:00:00,24.7,,6.0,,,,1,31,63,133,44t
2024-02-09 11:00:00,28.8,,0.0,,,,1,32,56,136,44t
2024-02-09 12:00:00,27.4,,3.0,,,,1,33,51,137,44t
2024-02-09 13:00:00,28.6,,26.0,,,,1,33,50,170,44t
2024-02-09 14:00:00,28.5,,17.0,,,,1,33,50,200,44t
2024-02-09 15:00:00,28.4,,11.0,,,,1,33,49,166,44t
2024-02-09 16:00:00,,,21.0,,,,1,32,53,154,44t
2024-02-09 17:00:00,23.8,,4.0,,,,1,30,56,175,44t
2024-02-09 18:00:00,18.1,,21.0,,,,1,29,64,131,44t
2024-02-09 19:00:00,16.4,,19.0,,,,1,28,66,203,44t
2024-02-09 20:00:00,19.2,,1.0,,,,1,28,67,172,44t
2024-02-09 21:00:00,16.9,,1.0,,,,1,28,67,140,44t
2024-02-09 22:00:00,18.3,,7.0,,,,1,28,69,119,44t
2024-02-09 23:00:00,19.4,,0.0,,,,1,28,70,112,44t
2024-02-10 00:00:00,16.2,,,,,,1,27,70,105,44t
2024-02-10 01:00:00,16.2,,2.0,,,,1,27,71,101,44t
2024-02-10 02:00:00,15.1,,11.0,,,,0,26,73,95,44t
2024-02-10 03:00:00,18.2,,1.0,,,,0,26,76,98,44t
2024-02-10 04:00:00,18.5,,3.0,,,,0,26,79,97,44t
2024-02-10 05:00:00,22.3,,16.0,,,,1,26,76,105,44t
2024-02-10 06:00:00,21.4,,5.0,,,,0,25,84,103,44t
2024-02-10 07:00:00,22.2,,6.0,,,,1,26,80,107,44t
2024-02-10 08:00:00,25.1,,1.0,,,,1,28,70,105,44t
2024-02-10 09:00:00,21.4,,0.0,,,,1,29,65,125,44t
2024-02-10 10:00:00,24.8,,11.0,,,,1,31,58,159,44t
2024-02-10 11:00:00,17.7,,3.0,,,,1,32,55,184,44t
2024-02-10 12:00:00,15.6,,0.0,,,,1,32,52,231,44t
2024-02-10 13:00:00,17.3,,1.0,,,,1,33,51,216,44t
2024-02-10 14:00:00,14.9,,5.0,,,,1,33,50,220,44t
2024-02-10 15:00:00,15.9,,16.0,,,,1,33,51,195,44t
2024-02-10 16:00:00,17.6,,9.0,,,,1,32,54,203,44t
2024-02-10 17:00:00,20.9,,14.0,,,,1,31,57,168,44t
2024-02-10 18:00:00,17.0,,25.0,,,,1,29,64,200,44t
2024-02-10 19:00:00,18.1,,24.0,,,,1,29,65,159,44t
2024-02-10 20:00:00,26.2,,0.0,,,,1,29,65,132,44t
2024-02-10 21:00:00,25.1,,11.0,,,,1,28,65,136,44t
2024-02-10 22:00:00,24.6,,2.0,,,,1,28,67,106,44t
2024-02-10 23:00:00,25.0,,1.0,,,,1,28,69,96,44t
2024-02-11 00:00:00,22.7,,0.0,,,,1,28,71,110,44t
2024-02-11 01:00:00,24.4,,,,,,1,27,71,107,44t
2024-02-11 02:00:00,22.5,,0.0,,,,1,28,68,121,44t
2024-02-11 03:00:00,21.0,,2.0,,,,1,27,67,110,44t
2024-02-11 04:00:00,18.9,,24.0,,,,1,27,72,92,44t
2024-02-11 05:00:00,16.2,,35.0,,,,1,27,71,81,44t
2024-02-11 06:00:00,15.4,,36.0,,,,1,27,71,85,44t
2024-02-11 07:00:00,19.0,,23.0,,,,1,27,67,86,44t
2024-02-11 08:00:00,22.2,,10.0,,,,1,28,64,121,44t
2024-02-11 09:00:00,21.7,,4.0,,,,1,29,60,139,44t
2024-02-11 10:00:00,25.1,,4.0,,,,0,30,56,222,44t
2024-02-11 11:00:00,18.2,,2.0,,,,1,31,53,228,44t
2024-02-11 12:00:00,18.2,,1.0,,,,2,32,48,239,44t
2024-02-11 13:00:00,16.8,,11.0,,,,2,32,47,245,44t
2024-02-11 14:00:00,17.7,,21.0,,,,2,32,46,238,44t
2024-02-11 15:00:00,19.5,,10.0,,,,1,32,50,219,44t
2024-02-11 16:00:00,21.5,,34.0,,,,1,31,52,235,44t
2024-02-11 17:00:00,19.3,,34.0,,,,1,30,57,218,44t
2024-02-11 18:00:00,17.2,,34.0,,,,1,29,62,171,44t
2024-02-11 19:00:00,18.8,,25.0,,,,1,28,63,160,44t
2024-02-11 20:00:00,,,,,,,1,28,63,141,44t
2024-02-11 21:00:00,,,3.0,,,,1,28,63,146,44t
2024-02-11 22:00:00,20.2,,2.0,,,,1,28,64,128,44t
2024-02-11 23:00:00,24.0,,1.0,,,,1,28,67,110,44t
2024-02-12 00:00:00,20.7,,23.0,,,,1,27,68,112,44t
2024-02-12 01:00:00,22.2,,4.0,,,,1,27,70,92,44t
2024-02-12 02:00:00,22.6,,,,,,1,27,70,88,44t
2024-02-12 03:00:00,21.5,,41.0,,,,1,27,70,109,44t
2024-02-12 04:00:00,18.7,,41.0,,,,1,27,71,93,44t
2024-02-12 05:00:00,20.6,,41.0,,,,1,26,72,106,44t
2024-02-12 06:00:00,21.4,,28.0,,,,1,26,72,103,44t
2024-02-12 07:00:00,25.9,,4.0,,,,1,27,70,75,44t
2024-02-12 08:00:00,27.8,,2.0,,,,1,28,69,101,44t
2024-02-12 09:00:00,24.5,,9.0,,,,1,29,65,136,44t
2024-02-12 10:00:00,19.3,,2.0,,,,1,30,56,230,44t
2024-02-12 11:00:00,21.9,,1.0,,,,1,31,52,225,44t
2024-02-12 12:00:00,22.8,,16.0,,,,1,32,49,225,44t
2024-02-12 13:00:00,20.8,,1.0,,,,1,32,47,226,44t
2024-02-12 14:00:00,19.3,,1.0,,,,2,32,48,241,44t
2024-02-12 15:00:00,19.7,,8.0,,,,2,31,49,241,44t
2024-02-12 16:00:00,17.1,,15.0,,,,1,31,52,205,44t
2024-02-12 17:00:00,22.2,,0.0,,,,1,30,57,230,44t
2024-02-12 18:00:00,20.7,,30.0,,,,1,28,63,198,44t
2024-02-12 19:00:00,22.2,,4.0,,,,1,28,65,205,44t
2024-02-12 20:00:00,20.5,,14.0,,,,1,28,67,193,44t
2024-02-12 21:00:00,20.2,,3.0,,,,1,28,69,207,44t
2024-02-12 22:00:00,21.1,,4.0,,,,1,27,70,170,44t
2024-02-12 23:00:00,22.5,,6.0,,,,2,27,71,211,44t
2024-02-13 00:00:00,25.1,,16.0,,,,1,27,72,215,44t
2024-02-13 01:00:00,22.3,,1.0,,,,1,27,70,214,44t
2024-02-13 02:00:00,16.2,,16.0,,,,1,27,67,201,44t
2024-02-13 03:00:00,19.2,,,,,,1,27,68,123,44t
2024-02-13 04:00:00,16.5,,40.0,,,,1,27,73,104,44t
2024-02-13 05:00:00,17.3,,41.0,,,,1,27,73,115,44t
2024-02-13 06:00:00,20.0,,39.0,,,,1,26,75,115,44t
2024-02-13 07:00:00,25.8,,13.0,,,,1,27,75,124,44t
2024-02-13 08:00:00,22.2,,4.0,,,,1,28,70,105,44t
2024-02-13 09:00:00,22.3,,5.0,,,,1,29,66,140,44t
2024-02-13 10:00:00,18.0,,2.0,,,,1,30,60,148,44t
2024-02-13 11:00:00,21.1,,0.0,,,,1,31,53,176,44t
2024-02-13 12:00:00,21.2,,23.0,,,,1,32,51,209,44t
2024-02-13 13:00:00,20.2,,10.0,,,,1,32,52,204,44t
2024-02-13 14:00:00,19.0,,8.0,,,,1,32,52,196,44t
2024-02-13 15:00:00,15.3,,23.0,,,,1,31,56,172,44t
2024-02-13 16:00:00,18.0,,33.0,,,,1,30,58,210,44t
2024-02-13 17:00:00,19.5,,31.0,,,,1,29,60,175,44t
2024-02-13 18:00:00,20.6,,12.0,,,,1,29,65,158,44t
2024-02-13 19:00:00,25.6,,15.0,,,,1,28,69,141,44t
2024-02-13 20:00:00,19.2,,14.0,,,,1,28,70,131,44t
2024-02-13 21:00:00,18.3,,2.0,,,,1,28,68,133,44t
2024-02-13 22:00:00,17.2,,3.0,,,,1,28,70,134,44t
2024-02-13 23:00:00,15.8,,4.0,,,,1,28,71,125,44t
2024-02-14 00:00:00,18.7,,24.0,,,,1,28,71,125,44t
2024-02-14 01:00:00,21.5,,,,,,1,27,77,113,44t
2024-02-14 02:00:00,15.2,,139.0,,,,1,26,84,116,44t
2024-02-14 03:00:00,13.8,,107.0,,,,1,27,80,141,44t
2024-02-14 04:00:00,13.3,,,,,,1,26,83,123,44t
2024-02-14 05:00:00,12.3,,26.0,,,,1,26,79,179,44t
2024-02-14 06:00:00,15.2,,18.0,,,,1,26,82,132,44t
2024-02-14 07:00:00,20.8,,5.0,,,,1,26,85,137,44t
2024-02-14 08:00:00,16.3,,0.0,,,,1,27,85,131,44t
2024-02-14 09:00:00,19.2,,0.0,,,,1,28,77,137,44t
2024-02-14 10:00:00,18.3,,3.0,,,,1,30,66,219,44t
2024-02-14 11:00:00,19.1,,3.0,,,,1,30,68,207,44t
2024-02-14 12:00:00,17.8,,2.0,,,,1,32,59,228,44t
2024-02-14 13:00:00,18.2,,7.0,,,,1,32,59,212,44t
2024-02-14 14:00:00,17.8,,23.0,,,,1,32,59,189,44t
2024-02-14 15:00:00,23.9,,23.0,,,,1,31,61,173,44t
2024-02-14 16:00:00,15.6,,24.0,,,,1,30,63,216,44t
2024-02-14 17:00:00,17.6,,10.0,,,,1,30,66,194,44t
2024-02-14 18:00:00,19.6,,4.0,,,,1,29,71,204,44t
2024-02-14 19:00:00,26.3,,0.0,,,,1,28,73,191,44t
2024-02-14 20:00:00,23.1,,4.0,,,,1,28,74,187,44t
2024-02-14 21:00:00,21.3,,6.0,,,,1,28,75,158,44t
2024-02-14 22:00:00,20.9,,6.0,,,,1,28,74,134,44t
2024-02-14 23:00:00,15.4,,3.0,,,,1,28,74,104,44t
2024-02-15 00:00:00,15.9,,3.0,,,,1,27,77,121,44t
2024-02-15 01:00:00,19.9,,22.0,,,,1,27,78,135,44t
2024-02-15 02:00:00,18.3,,23.0,,,,1,27,78,157,44t
2024-02-15 03:00:00,10.6,,23.0,,,,1,27,79,145,44t
2024-02-15 04:00:00,13.3,,23.0,,,,1,27,80,143,44t
2024-02-15 05:00:00,12.1,,,,,,1,27,80,143,44t
2024-02-15 06:00:00,18.9,,22.0,,,,1,27,81,122,44t
2024-02-15 07:00:00,23.3,,3.0,,,,1,27,79,124,44t
2024-02-15 08:00:00,23.3,,4.0,,,,1,29,70,148,44t
2024-02-15 09:00:00,13.2,,2.0,,,,0,31,61,165,44t
2024-02-15 10:00:00,22.4,,2.0,,,,1,31,57,224,44t
2024-02-15 11:00:00,18.8,,4.0,,,,1,32,55,229,44t
2024-02-15 12:00:00,18.2,,20.0,,,,1,32,51,253,44t
2024-02-15 13:00:00,17.8,,3.0,,,,1,33,50,233,44t
2024-02-15 14:00:00,18.6,,8.0,,,,1,33,51,217,44t
2024-02-15 15:00:00,13.4,,2.0,,,,1,32,53,198,44t
2024-02-15 16:00:00,15.8,,5.0,,,,1,32,56,189,44t
2024-02-15 17:00:00,17.6,,3.0,,,,1,30,61,198,44t
2024-02-15 18:00:00,16.1,,2.0,,,,1,29,66,207,44t
2024-02-15 19:00:00,16.9,,9.0,,,,1,28,70,208,44t
2024-02-15 20:00:00,19.3,,2.0,,,,1,28,71,202,44t
2024-02-15 21:00:00,13.2,,2.0,,,,1,28,73,177,44t
2024-02-15 22:00:00,23.3,,0.0,,,,1,28,73,120,44t
2024-02-15 23:00:00,17.9,,3.0,,,,1,28,74,120,44t
2024-02-16 00:00:00,22.7,,8.0,,,,1,28,73,113,44t
2024-02-16 01:00:00,16.9,,6.0,,,,1,28,74,109,44t
2024-02-16 02:00:00,17.7,,0.0,,,,1,27,75,115,44t
2024-02-16 03:00:00,12.2,,22.0,,,,1,27,76,99,44t
2024-02-16 04:00:00,13.9,,22.0,,,,1,27,78,105,44t
2024-02-16 05:00:00,12.8,,16.0,,,,1,27,78,115,44t
2024-02-16 06:00:00,19.9,,,,,,1,27,79,99,44t
2024-02-16 07:00:00,19.9,,0.0,,,,1,27,76,106,44t
2024-02-16 08:00:00,20.4,,17.0,,,,1,29,70,108,44t
2024-02-16 09:00:00,16.0,,1.0,,,,1,30,61,121,44t
2024-02-16 10:00:00,19.2,,9.0,,,,1,31,54,152,44t
2024-02-16 11:00:00,15.8,,6.0,,,,1,32,52,188,44t
2024-02-16 12:00:00,16.2,,4.0,,,,1,32,50,222,44t
2024-02-16 13:00:00,14.4,,0.0,,,,1,33,47,204,44t
2024-02-16 14:00:00,18.2,,2.0,,,,1,33,47,147,44t
2024-02-16 15:00:00,9.2,,23.0,,,,1,33,46,152,44t
2024-02-16 16:00:00,17.1,,2.0,,,,1,32,52,192,44t
2024-02-16 17:00:00,15.2,,4.0,,,,1,30,60,148,44t
2024-02-16 18:00:00,20.3,,7.0,,,,1,29,67,138,44t
2024-02-16 19:00:00,19.1,,2.0,,,,1,28,71,129,44t
2024-02-16 20:00:00,19.6,,0.0,,,,1,28,71,124,44t
2024-02-16 21:00:00,14.4,,2.0,,,,1,28,72,111,44t
2024-02-16 22:00:00,15.4,,2.0,,,,1,28,73,113,44t
2024-02-16 23:00:00,16.2,,11.0,,,,1,28,74,110,44t
2024-02-17 00:00:00,17.8,,18.0,,,,1,27,75,111,44t
2024-02-17 01:00:00,14.5,,1.0,,,,1,27,75,102,44t
2024-02-17 02:00:00,14.7,,17.0,,,,1,27,77,95,44t
2024-02-17 03:00:00,16.2,,21.0,,,,1,27,77,110,44t
2024-02-17 04:00:00,17.1,,21.0,,,,1,26,78,117,44t
2024-02-17 05:00:00,16.2,,20.0,,,,1,26,77,117,44t
2024-02-17 06:00:00,21.0,,2.0,,,,1,26,78,113,44t
2024-02-17 07:00:00,26.1,,,,,,1,27,77,130,44t
2024-02-17 08:00:00,19.2,,17.0,,,,1,28,71,115,44t
2024-02-17 09:00:00,17.1,,1.0,,,,1,29,64,120,44t
2024-02-17 10:00:00,22.4,,0.0,,,,1,30,57,147,44t
2024-02-17 11:00:00,21.3,,1.0,,,,1,32,50,151,44t
2024-02-17 12:00:00,23.2,,20.0,,,,1,32,46,160,44t
2024-02-17 13:00:00,20.8,,0.0,,,,1,33,40,161,44t
2024-02-17 14:00:00,15.6,,25.0,,,,1,33,42,159,44t
2024-02-17 15:00:00,18.5,,25.0,,,,2,32,47,157,44t
2024-02-17 16:00:00,21.0,,25.0,,,,1,32,50,152,44t
2024-02-17 17:00:00,17.2,,23.0,,,,1,30,55,155,44t
2024-02-17 18:00:00,15.3,,21.0,,,,1,29,64,180,44t
2024-02-17 19:00:00,18.5,,21.0,,,,1,28,68,165,44t
2024-02-17 20:00:00,19.2,,22.0,,,,1,28,70,137,44t
2024-02-17 21:00:00,15.7,,22.0,,,,1,28,69,123,44t
2024-02-17 22:00:00,22.6,,18.0,,,,1,28,69,112,44t
2024-02-17 23:00:00,17.1,,15.0,,,,1,28,70,106,44t
2024-02-18 00:00:00,17.1,,13.0,,,,1,27,71,103,44t
2024-02-18 01:00:00,14.6,,20.0,,,,1,27,72,110,44t
2024-02-18 02:00:00,16.3,,20.0,,,,1,27,75,107,44t
2024-02-18 03:00:00,16.7,,21.0,,,,1,27,76,109,44t
2024-02-18 04:00:00,14.6,,20.0,,,,1,27,75,112,44t
2024-02-18 05:00:00,17.0,,19.0,,,,0,26,77,107,44t
2024-02-18 06:00:00,23.8,,19.0,,,,1,26,76,112,44t
2024-02-18 07:00:00,23.6,,19.0,,,,1,27,75,114,44t
2024-02-18 08:00:00,22.2,,,,,,1,29,68,120,44t
2024-02-18 09:00:00,,,24.0,,,,1,30,61,121,44t
2024-02-18 10:00:00,,,23.0,,,,1,31,57,126,44t
2024-02-18 11:00:00,17.9,,23.0,,,,1,32,53,159,44t
2024-02-18 12:00:00,18.6,,23.0,,,,1,32,54,202,44t
2024-02-18 13:00:00,17.3,,23.0,,,,1,32,55,218,44t
2024-02-18 14:00:00,17.2,,22.0,,,,1,32,58,199,44t
2024-02-18 15:00:00,14.8,,19.0,,,,1,31,60,180,44t
2024-02-18 16:00:00,16.0,,19.0,,,,1,30,65,160,44t
2024-02-18 17:00:00,18.0,,18.0,,,,1,29,68,131,44t
2024-02-18 18:00:00,21.0,,18.0,,,,1,29,69,120,44t
2024-02-18 19:00:00,22.7,,17.0,,,,1,27,81,116,44t
2024-02-18 20:00:00,21.5,,12.0,,,,1,27,86,111,44t
2024-02-18 21:00:00,27.0,,16.0,,,,0,27,82,106,44t
2024-02-18 22:00:00,24.7,,28.0,,,,1,28,78,105,44t
2024-02-18 23:00:00,14.2,,23.0,,,,1,28,77,107,44t
2024-02-19 00:00:00,14.4,,18.0,,,,1,28,76,108,44t
2024-02-19 01:00:00,17.5,,17.0,,,,1,28,76,106,44t
2024-02-19 02:00:00,14.0,,18.0,,,,0,28,76,104,44t
2024-02-19 03:00:00,13.6,,18.0,,,,1,28,74,96,44t
2024-02-19 04:00:00,14.4,,17.0,,,,1,27,78,94,44t
2024-02-19 05:00:00,13.2,,18.0,,,,1,27,78,102,44t
2024-02-19 06:00:00,13.5,,15.0,,,,0,27,78,102,44t
2024-02-19 07:00:00,19.7,,14.0,,,,1,28,76,96,44t
2024-02-19 08:00:00,19.0,,18.0,,,,1,29,71,112,44t
2024-02-19 09:00:00,10.2,,,,,,1,31,61,115,44t
2024-02-19 10:00:00,13.5,,22.0,,,,1,31,57,136,44t
2024-02-19 11:00:00,14.4,,22.0,,,,1,32,55,147,44t
2024-02-19 12:00:00,14.7,,24.0,,,,2,32,55,139,44t
2024-02-19 13:00:00,10.6,,23.0,,,,1,33,52,155,44t
2024-02-19 14:00:00,11.9,,20.0,,,,1,33,57,169,44t
2024-02-19 15:00:00,9.8,,19.0,,,,1,31,60,157,44t
2024-02-19 16:00:00,8.5,,18.0,,,,1,31,60,177,44t
2024-02-19 17:00:00,12.7,,15.0,,,,1,30,65,144,44t
2024-02-19 18:00:00,14.1,,18.0,,,,1,29,69,126,44t
2024-02-19 19:00:00,20.0,,17.0,,,,1,29,74,119,44t
2024-02-19 20:00:00,18.8,,17.0,,,,1,28,77,110,44t
2024-02-19 21:00:00,19.8,,26.0,,,,1,28,78,112,44t
2024-02-19 22:00:00,23.5,,26.0,,,,1,28,78,115,44t
2024-02-19 23:00:00,13.0,,15.0,,,,1,28,78,117,44t
2024-02-20 00:00:00,11.3,,15.0,,,,1,28,78,111,44t
2024-02-20 01:00:00,15.2,,9.0,,,,0,27,83,111,44t
2024-02-20 02:00:00,19.2,,7.0,,,,0,27,85,107,44t
2024-02-20 03:00:00,11.8,,8.0,,,,0,27,87,107,44t
2024-02-20 04:00:00,14.3,,7.0,,,,0,27,87,107,44t
2024-02-20 05:00:00,18.9,,4.0,,,,0,26,88,106,44t
2024-02-20 06:00:00,26.2,,3.0,,,,0,26,89,106,44t
2024-02-20 07:00:00,28.9,,6.0,,,,0,27,85,105,44t
2024-02-20 08:00:00,31.4,,18.0,,,,1,29,69,112,44t
2024-02-20 09:00:00,19.0,,25.0,,,,1,31,62,93,44t
2024-02-20 10:00:00,15.7,,,,,,1,32,56,104,44t
2024-02-20 11:00:00,17.8,,19.0,,,,1,34,48,127,44t
2024-02-20 12:00:00,14.5,,19.0,,,,1,34,47,167,44t
2024-02-20 13:00:00,13.5,,19.0,,,,1,34,48,170,44t
2024-02-20 14:00:00,9.8,,19.0,,,,1,34,46,151,44t
2024-02-20 15:00:00,10.7,,20.0,,,,1,33,52,194,44t
2024-02-20 16:00:00,14.7,,18.0,,,,1,32,59,175,44t
2024-02-20 17:00:00,13.1,,16.0,,,,1,30,65,140,44t
2024-02-20 18:00:00,19.0,,17.0,,,,1,29,70,129,44t
2024-02-20 19:00:00,18.3,,16.0,,,,1,29,72,115,44t
2024-02-20 20:00:00,13.1,,18.0,,,,2,29,73,116,44t
2024-02-20 21:00:00,10.9,,27.0,,,,1,28,73,110,44t
2024-02-20 22:00:00,10.3,,27.0,,,,1,28,75,108,44t
2024-02-20 23:00:00,11.5,,21.0,,,,1,28,77,108,44t
2024-02-21 00:00:00,12.6,,13.0,,,,0,28,80,106,44t
2024-02-21 01:00:00,20.4,,9.0,,,,0,27,82,105,44t
2024-02-21 02:00:00,19.8,,9.0,,,,0,27,84,105,44t
2024-02-21 03:00:00,12.3,,6.0,,,,1,27,84,95,44t
2024-02-21 04:00:00,13.9,,5.0,,,,0,26,87,109,44t
2024-02-21 05:00:00,20.6,,4.0,,,,0,26,89,109,44t
2024-02-21 06:00:00,25.7,,2.0,,,,0,26,89,112,44t
2024-02-21 07:00:00,21.8,,7.0,,,,0,26,87,109,44t
2024-02-21 08:00:00,24.0,,16.0,,,,1,28,72,108,44t
2024-02-21 09:00:00,17.7,,23.0,,,,1,30,62,102,44t
2024-02-21 10:00:00,12.8,,31.0,,,,1,32,54,118,44t
2024-02-21 11:00:00,10.2,,,,,,1,33,47,130,44t
2024-02-21 12:00:00,9.2,,22.0,,,,1,34,45,127,44t
2024-02-21 13:00:00,9.5,,23.0,,,,1,34,44,142,44t
2024-02-21 14:00:00,8.4,,28.0,,,,2,34,43,147,44t
2024-02-21 15:00:00,13.6,,30.0,,,,1,34,45,155,44t
2024-02-21 16:00:00,17.9,,28.0,,,,1,33,52,174,44t
2024-02-21 17:00:00,14.0,,25.0,,,,2,31,57,151,44t
2024-02-21 18:00:00,16.1,,22.0,,,,1,30,66,138,44t
2024-02-21 19:00:00,19.4,,19.0,,,,1,29,71,120,44t
2024-02-21 20:00:00,14.4,,20.0,,,,1,28,73,116,44t
2024-02-21 21:00:00,18.2,,30.0,,,,1,28,74,113,44t
2024-02-21 22:00:00,16.4,,29.0,,,,1,28,75,109,44t
2024-02-21 23:00:00,11.4,,20.0,,,,1,28,76,107,44t
2024-02-22 00:00:00,17.5,,19.0,,,,1,28,76,106,44t
2024-02-22 01:00:00,17.0,,17.0,,,,1,27,78,108,44t
2024-02-22 02:00:00,15.6,,14.0,,,,0,27,81,106,44t
2024-02-22 03:00:00,13.4,,12.0,,,,0,26,83,114,44t
2024-02-22 04:00:00,11.8,,7.0,,,,0,26,86,109,44t
2024-02-22 05:00:00,20.1,,11.0,,,,1,26,83,101,44t
2024-02-22 06:00:00,20.5,,3.0,,,,0,26,85,105,44t
2024-02-22 07:00:00,25.9,,4.0,,,,1,26,84,103,44t
2024-02-22 08:00:00,25.4,,21.0,,,,1,29,69,118,44t
2024-02-22 09:00:00,15.2,,25.0,,,,1,31,60,108,44t
